class_label,support,predicted_count,true_positive,recall,precision,evaluation_phase,scenario,model_family,model,representation,seed
acetaminophen,1,50,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,0,4,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,derivative_1,2026
blank,0,19,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,derivative_1,2026
ethanol,51,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,derivative_1,2026
ethyl_paraoxon,40,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,derivative_1,2026
4_ANPP,0,6,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
4_nitrophenol,61,68,50,0.819672131147541,0.7352941176470589,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
acetaminophen,1,56,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,0,16,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
blank,0,1,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
ethanol,51,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
ethyl_paraoxon,40,5,1,0.025,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,linear_svm,minimal_minmax,2026
4_ANPP,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,61,73,51,0.8360655737704918,0.6986301369863014,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,1,40,1,1.0,0.025,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,0,34,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
blank,0,1,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
ethanol,51,1,1,0.0196078431372549,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
ethyl_paraoxon,40,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,61,72,52,0.8524590163934426,0.7222222222222222,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,derivative_1,2026
acetaminophen,1,62,1,1.0,0.016129032258064516,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,derivative_1,2026
benzyl_fentanyl,0,8,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,derivative_1,2026
blank,0,10,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,derivative_1,2026
ethanol,51,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,derivative_1,2026
ethyl_paraoxon,40,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,derivative_1,2026
4_ANPP,0,2,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
4_nitrophenol,61,38,18,0.29508196721311475,0.47368421052631576,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
acetaminophen,1,27,1,1.0,0.037037037037037035,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
benzyl_fentanyl,0,57,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
blank,0,20,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
ethanol,51,6,4,0.0784313725490196,0.6666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
ethyl_paraoxon,40,3,1,0.025,0.3333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,nearest_centroid,minimal_minmax,2026
4_ANPP,0,1,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
4_nitrophenol,61,67,51,0.8360655737704918,0.7611940298507462,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
acetaminophen,1,56,1,1.0,0.017857142857142856,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
benzyl_fentanyl,0,13,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
blank,0,7,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
ethanol,51,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
ethyl_paraoxon,40,8,1,0.025,0.125,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,arpls_minmax,2026
4_ANPP,0,1,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
4_nitrophenol,61,66,52,0.8524590163934426,0.7878787878787878,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
acetaminophen,1,55,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
benzyl_fentanyl,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
blank,0,25,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
ethanol,51,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
ethyl_paraoxon,40,2,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,derivative_1,2026
4_ANPP,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,61,67,50,0.819672131147541,0.746268656716418,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
acetaminophen,1,73,1,1.0,0.0136986301369863,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
benzyl_fentanyl,0,4,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
blank,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
ethanol,51,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
ethyl_paraoxon,40,3,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,61,65,51,0.8360655737704918,0.7846153846153846,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
acetaminophen,1,55,1,1.0,0.01818181818181818,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
blank,0,19,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethanol,51,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethyl_paraoxon,40,11,4,0.1,0.36363636363636365,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_nitrophenol,61,67,50,0.819672131147541,0.746268656716418,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
acetaminophen,1,56,1,1.0,0.017857142857142856,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
benzyl_fentanyl,0,7,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
blank,0,14,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethanol,51,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethyl_paraoxon,40,9,3,0.075,0.3333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_nitrophenol,61,67,53,0.8688524590163934,0.7910447761194029,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
acetaminophen,1,45,1,1.0,0.022222222222222223,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
benzyl_fentanyl,0,4,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
blank,0,26,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethanol,51,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethyl_paraoxon,40,11,4,0.1,0.36363636363636365,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_ANPP,0,1,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
4_nitrophenol,61,24,21,0.3442622950819672,0.875,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
acetaminophen,1,38,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
benzyl_fentanyl,0,9,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
blank,0,13,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
ethanol,51,47,8,0.1568627450980392,0.1702127659574468,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
ethyl_paraoxon,40,21,5,0.125,0.23809523809523808,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,1729
4_nitrophenol,61,42,35,0.5737704918032787,0.8333333333333334,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
acetaminophen,1,44,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
benzyl_fentanyl,0,15,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
blank,0,14,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
ethanol,51,26,4,0.0784313725490196,0.15384615384615385,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
ethyl_paraoxon,40,12,4,0.1,0.3333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,2718
4_ANPP,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
4_nitrophenol,61,54,42,0.6885245901639344,0.7777777777777778,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,1,47,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
benzyl_fentanyl,0,11,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
blank,0,15,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
ethanol,51,18,7,0.13725490196078433,0.3888888888888889,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
ethyl_paraoxon,40,5,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,siamese,deterministic_edge_triplet,derivative_1,3141
4_ANPP,17,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_nitrophenol,13,25,9,0.6923076923076923,0.36,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,8,38,5,0.625,0.13157894736842105,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,15,3,1,0.06666666666666667,0.3333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
blank,20,25,5,0.25,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethanol,11,2,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethyl_paraoxon,14,5,1,0.07142857142857142,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_ANPP,17,1,1,0.058823529411764705,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_nitrophenol,13,30,8,0.6153846153846154,0.26666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,8,44,5,0.625,0.11363636363636363,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,15,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
blank,20,13,1,0.05,0.07692307692307693,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethanol,11,5,1,0.09090909090909091,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethyl_paraoxon,14,4,1,0.07142857142857142,0.25,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_ANPP,17,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_nitrophenol,13,14,2,0.15384615384615385,0.14285714285714285,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
acetaminophen,8,34,5,0.625,0.14705882352941177,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,15,6,3,0.2,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
blank,20,43,8,0.4,0.18604651162790697,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethanol,11,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethyl_paraoxon,14,1,1,0.07142857142857142,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,17,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
4_nitrophenol,13,12,3,0.23076923076923078,0.25,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
acetaminophen,8,47,5,0.625,0.10638297872340426,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
benzyl_fentanyl,15,6,2,0.13333333333333333,0.3333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
blank,20,23,6,0.3,0.2608695652173913,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
ethanol,11,7,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
ethyl_paraoxon,14,2,1,0.07142857142857142,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,arpls_minmax,2026
4_ANPP,17,3,3,0.17647058823529413,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
4_nitrophenol,13,1,1,0.07692307692307693,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
acetaminophen,8,44,4,0.5,0.09090909090909091,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,15,5,1,0.06666666666666667,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
blank,20,36,13,0.65,0.3611111111111111,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
ethanol,11,8,1,0.09090909090909091,0.125,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
ethyl_paraoxon,14,1,1,0.07142857142857142,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,derivative_1,2026
4_ANPP,17,6,1,0.058823529411764705,0.16666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
4_nitrophenol,13,26,11,0.8461538461538461,0.4230769230769231,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
acetaminophen,8,14,4,0.5,0.2857142857142857,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,15,9,1,0.06666666666666667,0.1111111111111111,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
blank,20,33,9,0.45,0.2727272727272727,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
ethanol,11,6,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
ethyl_paraoxon,14,4,1,0.07142857142857142,0.25,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,linear_svm,minimal_minmax,2026
4_ANPP,17,8,5,0.29411764705882354,0.625,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,13,25,6,0.46153846153846156,0.24,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,8,36,3,0.375,0.08333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,15,9,1,0.06666666666666667,0.1111111111111111,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
blank,20,5,3,0.15,0.6,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
ethanol,11,11,1,0.09090909090909091,0.09090909090909091,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
ethyl_paraoxon,14,4,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,arpls_minmax,2026
4_ANPP,17,4,3,0.17647058823529413,0.75,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
4_nitrophenol,13,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
acetaminophen,8,38,7,0.875,0.18421052631578946,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
benzyl_fentanyl,15,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
blank,20,52,15,0.75,0.28846153846153844,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
ethanol,11,3,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
ethyl_paraoxon,14,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,derivative_1,2026
4_ANPP,17,6,3,0.17647058823529413,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
4_nitrophenol,13,15,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
acetaminophen,8,33,3,0.375,0.09090909090909091,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
benzyl_fentanyl,15,9,1,0.06666666666666667,0.1111111111111111,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
blank,20,12,2,0.1,0.16666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
ethanol,11,17,4,0.36363636363636365,0.23529411764705882,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
ethyl_paraoxon,14,6,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,nearest_centroid,minimal_minmax,2026
4_ANPP,17,2,1,0.058823529411764705,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
4_nitrophenol,13,25,5,0.38461538461538464,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
acetaminophen,8,30,5,0.625,0.16666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
benzyl_fentanyl,15,10,4,0.26666666666666666,0.4,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
blank,20,30,4,0.2,0.13333333333333333,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
ethanol,11,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
