epoch,train_loss,heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,fixed_epoch_count
46,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
47,0.0009764465689659,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
48,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
49,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
50,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
51,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
52,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
53,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
54,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
55,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
56,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
57,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
58,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
59,0.0002236723899841,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
60,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
61,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
62,0.000200727134943,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
63,0.0039908504486083,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
64,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
65,0.0038698993623256,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
66,0.009336991906166,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
67,0.0063514314591884,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
68,0.0005078084766864,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
69,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
70,6.572797894477845e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
71,0.0046048012375831,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
72,0.0087825170159339,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
73,0.0046394148468971,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
74,0.0050525604188442,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
75,0.0022436419129371,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
76,0.0006387278437614,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
77,0.0003201520442962,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
78,0.0008299206197261,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
79,0.0011785712838172,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
80,0.0010442651063203,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
81,0.0003758552670478,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
82,0.0010957896709442,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
83,0.0005384969711303,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
84,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
85,0.0006925958395004,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
86,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
87,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
88,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
89,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
90,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
91,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
92,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
93,0.0005094176530838,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
94,0.0003926047682762,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
95,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
96,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
97,1.2596547603607178e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
98,0.0008139641582965,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
99,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
100,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,1729,
1,0.1440173470973968,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
2,0.024329183101654,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
3,0.0145663471519947,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
4,0.0034363932907581,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
5,0.0026768112182617,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
6,0.0028825694322586,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
7,8.821040391921997e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
8,0.0011777406930923,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
9,0.001079451739788,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
10,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
11,0.000715679526329,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
12,0.001209477931261,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
13,0.0007672618329524,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
14,0.0033288596570491,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
15,0.0026672247052192,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
16,0.0007205748558044,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
17,0.0012567572295665,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
18,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
19,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
20,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
21,0.0014858300983905,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
22,0.0004869152605533,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
23,0.0020816688239574,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
24,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
25,0.0002560687065124,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
26,0.000182037949562,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
27,0.0027044866979122,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
28,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
29,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
30,0.0002771568298339,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
31,0.0001220452785491,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
32,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
33,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
34,0.0002942824363708,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
35,0.0015498796105384,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
36,0.000785995721817,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
37,0.0016256776452064,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
38,0.0008569309115409,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
39,0.0002195793390274,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
40,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
41,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
42,7.52270221710205e-06,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
43,0.0003924214839935,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
44,0.0004302620887756,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
45,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
46,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
47,0.0009462344646453,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
48,0.0007424515485763,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
49,0.0007571882009506,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
50,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
51,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
52,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
53,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
54,0.0002392166852951,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
55,6.33227825164795e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
56,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
57,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
58,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
59,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
60,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
61,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
62,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
63,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
64,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
65,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
66,0.0004691475629806,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
67,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
68,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
69,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
70,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
71,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
72,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
73,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
74,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
75,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
76,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
77,5.581021308898926e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
78,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
79,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
80,0.0006871861219406,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
81,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
82,0.0009972578287124,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
83,0.0015783961117267,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
84,0.00046604514122,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
85,0.0005389204621315,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
86,0.0008395513892173,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
87,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
88,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
89,6.244957447052002e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
90,0.0001700153946876,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
91,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
92,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
93,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
94,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
95,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
96,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
97,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
98,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
99,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
100,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,2718,
1,0.1686784273386001,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
2,0.0702277484536171,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
3,0.0718750181794166,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
4,0.023462791442871,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
5,0.0186853083223104,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
6,0.0165153288096189,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
7,0.0109937662631273,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
8,0.0028068047761917,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
9,0.0004797959327697,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
10,0.0015177345275878,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
11,0.0016947717964649,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
12,0.0010481962561607,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
13,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
14,0.0043655985593795,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
15,0.0044741867482662,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
16,0.0060086836665868,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
17,0.005632939338684,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
18,0.002885208427906,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
19,0.0023027929663658,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
20,0.0025996252894401,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
21,0.0002821487188339,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
22,0.0021759501099586,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
23,0.0047620296478271,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
24,0.0049560903012752,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
25,0.0047637735307216,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
26,0.0027365872263908,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
27,0.0006739765405654,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
28,0.0052478761970996,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
29,0.0023946502804756,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
30,0.0005750240385532,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
31,0.0012698492407798,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
32,0.0001646476984024,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
33,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
34,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
35,0.0017832270264625,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
36,0.0027516424655914,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
37,0.0003469333052635,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
38,0.0006891010701656,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
39,0.0005943430960178,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
40,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
41,0.0019292964041233,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
42,0.0037585093080997,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
43,0.0040014939010143,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
44,0.0006059466302394,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
45,0.0002530032396316,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
46,0.0006987346708774,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
47,0.0013776269555091,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
48,0.0010942801833152,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
49,0.0008121159672737,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
50,0.0044387774169445,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
51,0.0016440184414386,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
52,0.0006024567782878,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
53,0.0012428317964076,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
54,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
55,0.0,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
56,7.428199052810668e-05,PICO,330-1800_native,poster,poster_holdout_PICO,,siamese,historical_circular_triplet,derivative_1_historical,triplet,3141,
