stage,scenario,representation,seed,instrument,sensor_family,observations,supported_observations,correct_supported,mean_confidence,accuracy_supported
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,5,5,1,0.5962995259041243,0.2
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,14,14,9,0.6914313386701366,0.6428571428571429
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-1,NRC_Canadian_SERS,3,3,1,0.5201088248388462,0.3333333333333333
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,7,7,5,0.78907303287206,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-2,GaN_polymer,2,2,2,0.9996914554227299,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,7,7,5,0.8550990461391633,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,10,10,8,0.8538439479041863,0.8
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,1,1,0,0.9993684311643366,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,4,4,2,0.479994487318162,0.5
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,7,7,6,0.7937014687324669,0.8571428571428571
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-1,GaN_polymer,1,1,1,0.9994939301645944,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,8,8,5,0.9791927399884298,0.625
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,3,3,1,0.6103468266903286,0.3333333333333333
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,1,1,0,0.8829020009203875,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,5,5,4,0.72486212607624,0.8
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,3,3,2,0.6764222449679186,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9382728255192351,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-3,GaN_polymer,2,2,1,0.9482050528103907,0.5
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-3,H_SERS_H_Kit,2,2,2,0.9643626277425539,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,13,13,11,0.8554435153996491,0.8461538461538461
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,1,1,0,0.5661724685740098,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-2,GaN_polymer,2,2,2,0.9427627422233154,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,10,10,7,0.9596399082495962,0.7
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,4,4,1,0.5975238911837484,0.25
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,5,5,2,0.5782236185856253,0.4
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,14,14,9,0.7680435845135206,0.6428571428571429
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-1,NRC_Canadian_SERS,3,3,2,0.6268256843737153,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,7,7,6,0.8682063633760951,0.8571428571428571
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-2,GaN_polymer,2,2,2,0.9951791504966636,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,7,7,5,0.8020445673147398,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,10,10,7,0.8447942352855147,0.7
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,1,1,0,0.9992731468646976,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,4,4,2,0.45141741749376696,0.5
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.7195132537426298,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,RMX-1,GaN_polymer,1,1,1,0.99795767217248,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,8,8,5,0.9895169313191553,0.625
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,3,3,2,0.7456940491780388,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,1,1,0,0.5261059375178513,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,5,5,5,0.8301980976274219,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Agilent-1,NRC_Canadian_SERS,3,3,2,0.5466519185916634,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9164934832339494,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Agilent-3,GaN_polymer,2,2,2,0.601957011408111,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Agilent-3,H_SERS_H_Kit,2,2,2,0.9894748822585174,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Agilent-3,pSERS_Metrohm_silver,13,13,11,0.8211957114730886,0.8461538461538461
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Mira-1,pSERS_Metrohm_silver,1,1,1,0.7304055281321555,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Mira-2,GaN_polymer,2,2,2,0.8107633206174224,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Mira-2,H_SERS_H_Kit,10,10,7,0.9300664771805593,0.7
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Mira-2,NRC_Canadian_SERS,4,4,1,0.43001677168535146,0.25
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Mira-3,NRC_Canadian_SERS,5,5,2,0.4615427943203687,0.4
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Mira-3,pSERS_Metrohm_silver,14,14,9,0.668868474845474,0.6428571428571429
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-1,NRC_Canadian_SERS,3,3,2,0.8693363572109396,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-1,pSERS_Metrohm_silver,7,7,7,0.8099469094206778,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-2,GaN_polymer,2,2,2,0.9961319868543711,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-2,H_SERS_H_Kit,7,7,4,0.8690596997327623,0.5714285714285714
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-2,pSERS_Metrohm_silver,10,10,6,0.8351049074208866,0.6
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-3,H_SERS_H_Kit,1,1,0,0.9980418043531748,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-3,NRC_Canadian_SERS,4,4,2,0.5790495836719718,0.5
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.7795401618618928,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,RMX-1,GaN_polymer,1,1,1,0.9691310416509896,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,RMX-1,H_SERS_H_Kit,8,8,5,0.9753370059704134,0.625
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,RMX-1,NRC_Canadian_SERS,3,3,0,0.5881179975581516,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,RMX-2,NRC_Canadian_SERS,1,1,1,0.3522306347408005,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,1729,RMX-2,pSERS_Metrohm_silver,5,5,5,0.8485230275875664,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Agilent-1,NRC_Canadian_SERS,3,3,1,0.6081734883081257,0.3333333333333333
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.920289365146803,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Agilent-3,GaN_polymer,2,2,2,0.6682693631356347,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Agilent-3,H_SERS_H_Kit,2,2,2,0.9943098263874239,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Agilent-3,pSERS_Metrohm_silver,13,13,10,0.7884794629214766,0.7692307692307693
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Mira-1,pSERS_Metrohm_silver,1,1,1,0.8965523225612011,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Mira-2,GaN_polymer,2,2,2,0.7835090698617211,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Mira-2,H_SERS_H_Kit,10,10,7,0.951191649585251,0.7
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Mira-2,NRC_Canadian_SERS,4,4,1,0.36778544883997044,0.25
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Mira-3,NRC_Canadian_SERS,5,5,2,0.5458100326591729,0.4
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Mira-3,pSERS_Metrohm_silver,14,14,8,0.7040530773140551,0.5714285714285714
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-1,NRC_Canadian_SERS,3,3,2,0.6224141738641051,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-1,pSERS_Metrohm_silver,7,7,5,0.8205370746607713,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-2,GaN_polymer,2,2,2,0.995978804298014,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-2,H_SERS_H_Kit,7,7,3,0.7519503207068732,0.42857142857142855
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-2,pSERS_Metrohm_silver,10,10,5,0.7179478274132546,0.5
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-3,H_SERS_H_Kit,1,1,0,0.9979697050173976,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-3,NRC_Canadian_SERS,4,4,0,0.6701768001930368,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,Pendar-3,pSERS_Metrohm_silver,7,7,4,0.7682626764758392,0.5714285714285714
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,RMX-1,GaN_polymer,1,1,1,0.8181928294681132,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,RMX-1,H_SERS_H_Kit,8,8,5,0.9629708182887895,0.625
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,RMX-1,NRC_Canadian_SERS,3,3,0,0.4961859043709822,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,RMX-2,NRC_Canadian_SERS,1,1,0,0.3171090684930117,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,2718,RMX-2,pSERS_Metrohm_silver,5,5,5,0.7914289630153768,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Agilent-1,NRC_Canadian_SERS,3,3,1,0.6667258852996186,0.3333333333333333
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9752178280147239,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Agilent-3,GaN_polymer,2,2,1,0.5302175994025816,0.5
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Agilent-3,H_SERS_H_Kit,2,2,2,0.9963895173726462,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Agilent-3,pSERS_Metrohm_silver,13,13,9,0.7587863347861419,0.6923076923076923
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Mira-1,pSERS_Metrohm_silver,1,1,1,0.8589812861612862,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Mira-2,GaN_polymer,2,2,2,0.7679507597060361,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Mira-2,H_SERS_H_Kit,10,10,7,0.9326728684840688,0.7
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Mira-2,NRC_Canadian_SERS,4,4,0,0.41184434757970906,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Mira-3,NRC_Canadian_SERS,5,5,1,0.4808285487932767,0.2
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Mira-3,pSERS_Metrohm_silver,14,14,9,0.6599680757475389,0.6428571428571429
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-1,NRC_Canadian_SERS,3,3,2,0.8877025387306099,0.6666666666666666
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-1,pSERS_Metrohm_silver,7,7,6,0.8506238422148235,0.8571428571428571
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-2,GaN_polymer,2,2,2,0.9937870552351561,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-2,H_SERS_H_Kit,7,7,4,0.8445850280173384,0.5714285714285714
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-2,pSERS_Metrohm_silver,10,10,7,0.8018233799951077,0.7
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-3,H_SERS_H_Kit,1,1,0,0.9972059840396768,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-3,NRC_Canadian_SERS,4,4,1,0.6137303864659815,0.25
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,Pendar-3,pSERS_Metrohm_silver,7,7,5,0.7260327721765405,0.7142857142857143
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,RMX-1,GaN_polymer,1,1,1,0.9778280475926872,1.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,RMX-1,H_SERS_H_Kit,8,8,5,0.9441592631103839,0.625
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,RMX-1,NRC_Canadian_SERS,3,3,0,0.5708581354802102,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,RMX-2,NRC_Canadian_SERS,1,1,0,0.5214431408110003,0.0
outer,nato_outer_o1__train_strict_core__test_strict_core,minimal_minmax,3141,RMX-2,pSERS_Metrohm_silver,5,5,5,0.7475237282765065,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,1,1,1,0.9864478467476973,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,1,1,1,0.5734712120043424,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,1,1,0,0.5316056759601471,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,1,1,0,0.6952051124127422,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-2,GaN_polymer,2,2,1,0.9144578932283121,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,8,8,1,0.7120734922217083,0.125
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,1,1,1,0.9515664449708674,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,2,2,0,0.8953918749744401,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,3,3,1,0.665336595104285,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.691570357424252,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,1,1,1,0.8838788633266546,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,1,1,0,0.896472450136292,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,1,1,0,0.4554693968751612,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,1,1,0,0.8532699343259297,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-2,GaN_polymer,2,2,1,0.7265138217471252,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,8,8,1,0.796871134517268,0.125
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,1,1,1,0.9946178114402804,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,2,2,0,0.7695847700174605,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,3,3,1,0.8202561914449423,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.8916920186821912,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,1,1,1,0.9972188511111252,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,1,1,0,0.8678067882647483,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,1,1,0,0.7955839323208569,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,1,1,0,0.920583428966212,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-2,GaN_polymer,2,2,1,0.8972139327431916,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,8,8,2,0.800463902521808,0.25
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,1,1,1,0.952201367158896,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-3,H_SERS_H_Kit,2,2,0,0.825930854444302,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,3,3,1,0.6864263405729831,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.8574048443009927,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Mira-1,pSERS_Metrohm_silver,1,1,1,0.8000250611097758,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Mira-2,H_SERS_H_Kit,1,1,0,0.8162395700566595,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Mira-3,pSERS_Metrohm_silver,1,1,1,0.7779467358471291,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-1,pSERS_Metrohm_silver,1,1,0,0.9966519272621086,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-2,GaN_polymer,2,2,1,0.9510185234605587,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-2,H_SERS_H_Kit,8,8,1,0.9529835195620158,0.125
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-2,pSERS_Metrohm_silver,1,1,0,0.9121121415602912,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-3,H_SERS_H_Kit,2,2,0,0.7816412669792978,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-3,NRC_Canadian_SERS,3,3,1,0.45147048598844536,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,1729,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.9807133792787985,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Mira-1,pSERS_Metrohm_silver,1,1,1,0.6665961558603024,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Mira-2,H_SERS_H_Kit,1,1,0,0.8562253388663029,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Mira-3,pSERS_Metrohm_silver,1,1,1,0.7641243825710136,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-1,pSERS_Metrohm_silver,1,1,0,0.9998738355937424,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-2,GaN_polymer,2,2,1,0.8087496918153001,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-2,H_SERS_H_Kit,8,8,1,0.8982637643321122,0.125
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-2,pSERS_Metrohm_silver,1,1,1,0.6940147132545005,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-3,H_SERS_H_Kit,2,2,0,0.8950848095599973,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-3,NRC_Canadian_SERS,3,3,2,0.5587180241562706,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,2718,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.8914678084472503,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Mira-1,pSERS_Metrohm_silver,1,1,1,0.8390030267427838,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Mira-2,H_SERS_H_Kit,1,1,0,0.4775037955069068,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Mira-3,pSERS_Metrohm_silver,1,1,1,0.7838172118754464,1.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-1,pSERS_Metrohm_silver,1,1,0,0.997744437407941,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-2,GaN_polymer,2,2,1,0.9228594238902887,0.5
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-2,H_SERS_H_Kit,8,8,1,0.8826676224914753,0.125
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-2,pSERS_Metrohm_silver,1,1,0,0.7422274088414033,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-3,H_SERS_H_Kit,2,2,0,0.8863011141094399,0.0
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-3,NRC_Canadian_SERS,3,3,2,0.5736424551823155,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,minimal_minmax,3141,Pendar-3,pSERS_Metrohm_silver,2,2,1,0.9824410300631843,0.5
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,2,2,1,0.9156657202400331,0.5
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.8865617988893462,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,10,10,6,0.7961762469121912,0.6
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,3,3,2,0.6771478674111199,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,11,11,8,0.9259262177484366,0.7272727272727273
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,3,3,0,0.5544111106126554,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.8454567332483154,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,3,3,1,0.5678272303258834,0.3333333333333333
